Rows	1	2	3	4
VT32110.1_GT	1	0	0	0
VT32110.1	0.435251	1.86166e-14	0.015594	1.90188e-07
VT32412.1_GT	1	0	0	0
VT32412.1	0.507644	6.41886e-14	0.0615357	4.475e-05
VT38866.1_GT	1	0	0	0
VT38866.1	0.400483	1.04182e-12	0.0325815	2.94498e-06
VT38868.1_GT	1	0	0	0
VT38868.1	0.387805	4.73753e-16	0.0206747	5.51312e-06
VT40979.1_GT	1	0	0	0
VT40979.1	0.513553	6.04095e-13	0.0552816	2.77373e-06
VT45642.1_GT	1	0	0	0
VT45642.1	0.395414	5.09461e-12	0.0139701	2.75603e-06
VT48645.1_GT	1	0	0	0
VT48645.1	0.415466	1.47102e-12	0.0341884	6.14971e-07
VT50313.1_GT	1	0	0	0
VT50313.1	0.497267	1.27191e-14	0.0573033	1.51505e-07
VT56121.1_GT	1	0	0	0
VT56121.1	0.447926	4.04109e-12	0.0467361	3.72248e-06
VT61534.1_GT	1	0	0	0
VT61534.1	0.535118	8.73171e-13	0.0179268	2.27368e-06
drl_drlZ_GT	0	1	0	0
drl_drlZ	0.562645	2.34734e-26	0.00605391	3.67079e-14
Act79B_lacZ_GT	0	1	0	0
Act79B_lacZ	0.411975	1.78332e-20	0.00355344	3.51424e-12
ko_15N/Sp-lacZ_GT	0	1	0	0
ko_15N/Sp-lacZ	0.245945	3.28621e-95	1.13592e-10	5.12556e-38
kirre_-1.0_GT	0	1	0	0
kirre_-1.0	0.446404	3.19346e-07	0.135332	0.000230782
Kr_CD1_NR_GT	0	1	0	0
Kr_CD1_NR	0.570684	1.23131e-09	0.063936	0.00166541
Kr_H/J_GT	0	1	0	0
Kr_H/J	0.428514	1.95966e-08	0.0257844	0.00164168
If_GT	0	1	0	0
If	0.573919	0.0139164	0.412121	0.0994674
betaTub60D_pw/beta3/lac-1423_GT	0	1	0	0
betaTub60D_pw/beta3/lac-1423	0.531611	6.69666e-11	0.108431	1.46165e-06
Scr_8.2XX_GT	0	1	0	0
Scr_8.2XX	0.442839	5.1499e-48	3.00276e-05	2.93321e-23
dap_dap-5-2R_GT	0	1	0	0
dap_dap-5-2R	0.590688	2.97241e-10	0.0770816	0.000281594
dve_57_GT	0	1	0	0
dve_57	0.434928	3.13121e-10	0.0580842	2.54674e-05
Mef2_III-F_GT	0	1	0	0
Mef2_III-F	0.419643	0.00137369	0.118117	0.0170277
slou_SK16_GT	0	1	0	0
slou_SK16	0.48168	6.5609e-06	0.28186	0.0116091
org-1_HN39_GT	0	1	0	0
org-1_HN39	0.480294	8.94606e-05	0.164898	0.0191918
CG4364_upstreamCRM_GT	0	1	0	0
CG4364_upstreamCRM	0.491759	0.000133649	0.263893	0.0525141
kirre_-4.6-3.8_GT	0	1	0	0
kirre_-4.6-3.8	0.46033	5.2796e-05	0.1375	0.0150013
Scr_BSR_GT	0	1	0	0
Scr_BSR	0.601873	5.21629e-74	3.39049e-09	4.82884e-33
Scr_3.7HH_GT	0	1	0	0
Scr_3.7HH	0.241448	8.80617e-155	1.0403e-15	2.82308e-62
Mhc_F2-479_GT	0	1	0	0
Mhc_F2-479	0.495092	0.000345248	0.194302	0.00555245
Mhc_F2-491_GT	0	1	0	0
Mhc_F2-491	0.441566	0.00147326	0.260741	0.0503936
Mhc_F3-522_GT	0	1	0	0
Mhc_F3-522	0.441969	0.00562553	0.187953	0.106763
fra_GT	0	1	0	0
fra	0.507122	0.0100002	0.239478	0.0444146
14-3-3zeta_upstream_GT	0	1	0	0
14-3-3zeta_upstream	0.474622	1.25449e-11	0.0856615	8.06825e-07
pb_13.0+HZR_GT	0	1	0	0
pb_13.0+HZR	0.346617	4.6055e-94	3.98016e-10	3.03095e-44
CHES-1-like_upstreamCRM_GT	0	1	0	0
CHES-1-like_upstreamCRM	0.556098	5.99448e-07	0.480491	0.00219476
jhamt_cooc102_GT	0	1	0	0
jhamt_cooc102	0.43464	5.16025e-06	0.0938464	0.010867
nrv1_5_flank_GT	0	1	0	0
nrv1_5_flank	0.375713	1.06503e-21	0.00628363	3.34082e-09
Mhc_F3-580_GT	0	1	0	0
Mhc_F3-580	0.517245	0.000857914	0.292254	0.00598745
Pdp1_1st_intron_enhancer_GT	0	1	0	0
Pdp1_1st_intron_enhancer	0.45652	1.92795e-24	0.000901138	3.25321e-11
Unspecified_965_GT	0	1	0	0
Unspecified_965	0.524618	0.026808	0.479825	0.112225
kn_knMel1599-1991_GT	0	1	0	0
kn_knMel1599-1991	0.428533	9.26785e-09	0.0908119	0.000450572
Unspecified_4725_GT	0	1	0	0
Unspecified_4725	0.468065	0.00105858	0.331589	0.0672395
VT3067.1_GT	0	1	0	0
VT3067.1	0.452577	0.130314	0.36803	0.325585
VT3067.2_GT	0	1	0	0
VT3067.2	0.458337	0.000281347	0.143326	0.0062967
VT3067.3_GT	0	1	0	0
VT3067.3	0.46123	8.03531e-09	0.0332576	0.000337643
VT23808.1_GT	0	1	0	0
VT23808.1	0.502308	0.00438795	0.461607	0.0488194
VT31567.1_GT	0	1	0	0
VT31567.1	0.462187	0.0232478	0.345771	0.0904888
VT31567.2_GT	0	1	0	0
VT31567.2	0.470026	0.109938	0.370308	0.266429
VT31567.3_GT	0	1	0	0
VT31567.3	0.467787	0.0417935	0.339317	0.119465
VT39511.1_GT	0	1	0	0
VT39511.1	0.453486	0.0126966	0.34242	0.060814
VT39511.2_GT	0	1	0	0
VT39511.2	0.51783	0.0037715	0.404704	0.0197357
VT39543.1_GT	0	1	0	0
VT39543.1	0.460396	0.000206526	0.151266	0.00421386
VT39543.2_GT	0	1	0	0
VT39543.2	0.470797	0.0394516	0.349552	0.090515
VT39543.3_GT	0	1	0	0
VT39543.3	0.450782	0.00348138	0.311558	0.0226224
VT42009.1_GT	0	1	0	0
VT42009.1	0.456026	0.00443113	0.223674	0.0199252
VT48458.1_GT	0	1	0	0
VT48458.1	0.534885	7.58001e-05	0.244477	0.00337805
VT48458.2_GT	0	1	0	0
VT48458.2	0.469028	0.0880516	0.35225	0.0626691
VT63560.1_GT	0	1	0	0
VT63560.1	0.450996	0.0013269	0.379978	0.0040354
hand_1_GT	0	0	1	0
hand_1	0.4443	0.00581432	0.416976	0.237207
VT17421.1_GT	0	0	1	0
VT17421.1	0.462742	0.00676328	0.254647	0.0753034
VT17421.2_GT	0	0	1	0
VT17421.2	0.46477	3.14534e-09	0.163873	7.83943e-05
VT62607.1_GT	0	0	1	0
VT62607.1	0.444686	0.0374627	0.403043	0.0641962
Ubx_4CRE_GT	0	0	1	0
Ubx_4CRE	0.469874	0.346608	0.464513	0.354004
Ubx_B_GT	0	0	1	0
Ubx_B	0.469874	0.229325	0.469874	0.229325
dap_dap-B_GT	0	0	1	0
dap_dap-B	0.476512	3.63142e-08	0.169887	0.00114776
dpp_dpp419_NR_GT	0	0	1	0
dpp_dpp419_NR	0.503618	0.00152712	0.311263	0.0589552
CG14687_downtreamCRM_GT	0	0	1	0
CG14687_downtreamCRM	0.431129	0.00306431	0.327415	0.149746
Scr_5.4BB_GT	0	0	1	0
Scr_5.4BB	0.349481	6.77874e-36	0.000506597	2.19034e-14
Unspecified_160_GT	0	0	1	0
Unspecified_160	0.47039	0.000110399	0.656386	0.152629
CG10641_intronicCRM_GT	0	0	1	0
CG10641_intronicCRM	0.457382	5.02039e-06	0.224334	0.00160935
Vrp1_intronicCRM_GT	0	0	1	0
Vrp1_intronicCRM	0.477812	1.23859e-08	0.566412	3.16739e-05
Con_1kb_3prime_GT	0	0	1	0
Con_1kb_3prime	0.401967	2.9159e-08	0.156397	8.74737e-05
Scr_0.8XH_GT	0	0	1	0
Scr_0.8XH	0.688532	6.72475e-06	0.216884	0.00564995
CG9663_intronicCRM_GT	0	0	1	0
CG9663_intronicCRM	0.461319	3.19062e-08	0.221332	0.000678707
ken_GT	0	0	1	0
ken	0.501811	5.30013e-07	0.468214	0.000431601
hh-PR_GT	0	0	1	0
hh-PR	0.467986	2.03413e-08	0.496196	0.000154308
dac_GT	0	0	1	0
dac	0.475042	1.15175e-06	0.580065	0.00362522
bap_FHVME_GT	0	0	1	0
bap_FHVME	0.495323	9.53593e-15	0.351681	3.0872e-06
Unspecified_4906_GT	0	0	1	0
Unspecified_4906	0.454884	0.00333846	0.231742	0.114262
HLH54F_GT	0	0	1	0
HLH54F	0.564354	4.41118e-09	0.846622	0.00580823
fd64a_eVME_GT	0	0	1	0
fd64a_eVME	0.437446	1.10014e-07	0.221895	0.00391493
dpp_P1delta2_GT	0	0	1	0
dpp_P1delta2	0.473857	1.69788e-08	0.247667	4.98008e-07
Nrt_8563_GT	0	0	1	0
Nrt_8563	0.414464	0.000222585	0.417751	0.152405
dpp_265lacZ_GT	0	0	1	0
dpp_265lacZ	0.448878	0.0249	0.64335	0.247256
dpp_674lacZ_GT	0	0	1	0
dpp_674lacZ	0.486204	5.96602e-05	0.441938	0.0260868
nkd_IntE_869_GT	0	0	1	0
nkd_IntE_869	0.527832	3.89256e-06	0.245439	0.0044088
jing_91_GT	0	0	1	0
jing_91	0.502073	0.000600022	0.315963	0.0182094
Unspecified_2347_GT	0	0	1	0
Unspecified_2347	0.443606	0.000884544	0.163473	0.0317993
mthl1_10845_GT	0	0	1	0
mthl1_10845	0.444115	9.16473e-05	0.285992	0.0213065
Unspecified_5570_GT	0	0	1	0
Unspecified_5570	0.458742	0.00287267	0.866334	0.440589
Unspecified_6028_GT	0	0	1	0
Unspecified_6028	0.443742	0.0030742	0.443949	0.099716
wg_XB_GT	0	0	1	0
wg_XB	0.427942	1.25647e-07	0.179765	4.60632e-05
Unspecified_2819_GT	0	0	1	0
Unspecified_2819	0.445395	0.000804908	0.462607	0.0306761
rst_9540_GT	0	0	1	0
rst_9540	0.46228	7.30432e-05	0.183598	0.0166811
CadN_6512_GT	0	0	1	0
CadN_6512	0.509747	0.020045	0.362589	0.052572
otp_C_GT	0	0	1	0
otp_C	0.46356	0.0172529	0.205615	0.0366844
otp_bynHindgutModule_GT	0	0	1	0
otp_bynHindgutModule	0.508806	8.63446e-11	0.0688506	8.933e-06
otp_P_GT	0	0	1	0
otp_P	0.475077	0.00188013	0.297989	0.0106258
zeta-COP_zetaCOP_prom_GT	0	0	1	0
zeta-COP_zetaCOP_prom	0.551404	3.41617e-08	0.0865281	0.000699468
Unspecified_3418_GT	0	0	1	0
Unspecified_3418	0.479359	0.00326352	0.64204	0.0981801
VT0132.1_GT	0	0	1	0
VT0132.1	0.592789	0.0245827	0.525308	0.139963
VT1488.1_GT	0	0	1	0
VT1488.1	0.458372	0.0266486	0.452665	0.244849
VT1488.2_GT	0	0	1	0
VT1488.2	0.537631	0.0064547	0.373072	0.0474043
VT1488.3_GT	0	0	1	0
VT1488.3	0.463654	0.0159954	0.373234	0.0393037
VT7077.1_GT	0	0	1	0
VT7077.1	0.445728	0.01188	0.306645	0.121597
VT8444.1_GT	0	0	1	0
VT8444.1	0.469945	3.09753e-07	0.593274	0.000573781
VT8491.1_GT	0	0	1	0
VT8491.1	0.421401	3.0981e-06	0.317171	0.0937354
VT12244.1_GT	0	0	1	0
VT12244.1	0.439768	6.40926e-06	0.439756	0.00401998
VT12786.1_GT	0	0	1	0
VT12786.1	0.502619	3.37188e-05	0.286785	0.000640846
VT14919.1_GT	0	0	1	0
VT14919.1	0.485891	8.61052e-05	0.33608	0.0261779
VT16117.1_GT	0	0	1	0
VT16117.1	0.50023	0.000119405	0.490844	0.00147008
VT16117.2_GT	0	0	1	0
VT16117.2	0.472892	0.258807	0.449235	0.310138
VT16460.1_GT	0	0	1	0
VT16460.1	0.469424	0.000797998	0.384018	0.00139428
VT16460.2_GT	0	0	1	0
VT16460.2	0.439411	0.000182191	0.618816	0.126015
VT17126.1_GT	0	0	1	0
VT17126.1	0.4633	1.53363e-09	0.0571102	2.10933e-07
VT21795.1_GT	0	0	1	0
VT21795.1	0.430696	0.00660155	0.403648	0.014939
VT21795.2_GT	0	0	1	0
VT21795.2	0.474861	0.0435139	0.887304	0.395568
VT25340.1_GT	0	0	1	0
VT25340.1	0.468197	0.0659654	0.49717	0.170804
VT25340.2_GT	0	0	1	0
VT25340.2	0.468339	0.0334811	0.54314	0.123673
VT26832.1_GT	0	0	1	0
VT26832.1	0.472273	0.000322536	0.205771	0.00771632
VT26925.1_GT	0	0	1	0
VT26925.1	0.48581	0.0127431	0.456968	0.0211874
VT26925.2_GT	0	0	1	0
VT26925.2	0.507371	0.00142431	0.362337	0.012984
VT29813.1_GT	0	0	1	0
VT29813.1	0.488675	0.127596	0.494081	0.263676
VT29813.2_GT	0	0	1	0
VT29813.2	0.47678	0.000186904	0.232697	0.0105612
VT29814.1_GT	0	0	1	0
VT29814.1	0.467273	0.174969	0.435585	0.258435
VT33905.1_GT	0	0	1	0
VT33905.1	0.560233	0.0493395	0.439765	0.100016
VT36776.1_GT	0	0	1	0
VT36776.1	0.438917	0.000303133	0.313191	0.0529898
VT36776.2_GT	0	0	1	0
VT36776.2	0.471454	0.00715049	0.330785	0.0863957
VT38221.1_GT	0	0	1	0
VT38221.1	0.479543	0.097104	0.499881	0.159178
VT38780.1_GT	0	0	1	0
VT38780.1	0.471212	0.0705168	0.503853	0.305375
VT38780.2_GT	0	0	1	0
VT38780.2	0.524156	0.00210531	0.504304	0.0632671
VT38780.3_GT	0	0	1	0
VT38780.3	0.476832	0.0188712	0.384722	0.0571258
VT40156.1_GT	0	0	1	0
VT40156.1	0.466864	8.80552e-06	0.52474	0.0125483
VT40156.2_GT	0	0	1	0
VT40156.2	0.491479	1.11413e-06	0.171872	0.000143654
VT41035.1_GT	0	0	1	0
VT41035.1	0.447948	0.180269	0.409083	0.3652
VT41037.1_GT	0	0	1	0
VT41037.1	0.466251	0.00205704	0.443795	0.00630945
VT41037.2_GT	0	0	1	0
VT41037.2	0.448818	0.00653694	0.356396	0.012284
VT41276.1_GT	0	0	1	0
VT41276.1	0.457591	0.0289031	0.605531	0.408051
VT41707.1_GT	0	0	1	0
VT41707.1	0.456939	0.0251063	0.364392	0.065393
VT41707.2_GT	0	0	1	0
VT41707.2	0.451878	2.69696e-09	0.0673736	7.82488e-06
VT42844.1_GT	0	0	1	0
VT42844.1	0.473263	0.00140745	0.305955	0.00297765
VT45583.1_GT	0	0	1	0
VT45583.1	0.481172	0.354152	0.367083	0.336429
VT45584.1_GT	0	0	1	0
VT45584.1	0.481172	0.354152	0.367083	0.336429
VT45600.1_GT	0	0	1	0
VT45600.1	0.474618	0.0511849	0.432543	0.0991573
VT45600.2_GT	0	0	1	0
VT45600.2	0.461858	0.0027945	0.338355	0.0275468
VT46053.1_GT	0	0	1	0
VT46053.1	0.478128	0.00766874	0.322222	0.0452618
VT46196.1_GT	0	0	1	0
VT46196.1	0.472568	1.04655e-07	0.366123	0.00105043
VT46196.2_GT	0	0	1	0
VT46196.2	0.44704	0.0396486	0.264535	0.172658
VT46206.1_GT	0	0	1	0
VT46206.1	0.473802	3.9828e-06	0.115496	0.000693532
VT46206.2_GT	0	0	1	0
VT46206.2	0.464288	0.0105897	0.343759	0.111388
VT50121.1_GT	0	0	1	0
VT50121.1	0.480622	0.00151639	0.592919	0.0737411
VT50121.2_GT	0	0	1	0
VT50121.2	0.492833	0.0097513	0.485557	0.0584308
VT50121.3_GT	0	0	1	0
VT50121.3	0.467257	0.142131	0.474414	0.158149
VT54835.1_GT	0	0	1	0
VT54835.1	0.434726	0.00243406	0.374235	0.0703135
VT58346.1_GT	0	0	1	0
VT58346.1	0.470637	0.147664	0.492464	0.140431
VT62915.1_GT	0	0	1	0
VT62915.1	0.4565	0.0133544	0.275492	0.226787
VT4321.1_GT	0	0	1	0
VT4321.1	0.46294	1.97415e-05	0.152228	0.00934216
VT4321.2_GT	0	0	1	0
VT4321.2	0.45279	2.75811e-06	0.491523	0.00240083
VT21840.1_GT	0	0	1	0
VT21840.1	0.434111	2.94412e-07	0.239985	0.000770372
VT32332.1_GT	0	0	1	0
VT32332.1	0.465346	0.102745	0.423461	0.230452
VT42834.1_GT	0	0	1	0
VT42834.1	0.408658	2.2092e-13	0.0710027	4.00383e-06
VT42839.1_GT	0	0	1	0
VT42839.1	0.398172	4.97792e-13	0.141446	1.94977e-06
VT45200.1_GT	0	0	1	0
VT45200.1	0.433171	5.03463e-13	0.0848691	1.34831e-05
VT46209.1_GT	0	0	1	0
VT46209.1	0.415869	0.000825608	0.264057	0.077234
VT46209.2_GT	0	0	1	0
VT46209.2	0.469046	0.0649098	0.397676	0.185207
VT61911.1_GT	0	0	1	0
VT61911.1	0.454081	0.00187898	0.440506	0.0201484
VT62606.1_GT	0	0	1	0
VT62606.1	0.505366	2.16526e-05	0.167457	0.0215918
VT62613.1_GT	0	0	1	0
VT62613.1	0.65869	0.000105273	0.278202	0.00410712
VT62613.2_GT	0	0	1	0
VT62613.2	0.733477	6.83157e-07	0.249435	0.000188587
VT0349.1_GT	0	0	1	0
VT0349.1	0.419578	1.2554e-12	0.0517773	7.52183e-07
VT0445.1_GT	0	0	1	0
VT0445.1	0.499702	3.00252e-13	0.0464648	2.894e-07
VT8823.1_GT	0	0	1	0
VT8823.1	0.3885	3.54217e-13	0.0280604	0.000109172
VT13595.1_GT	0	0	1	0
VT13595.1	0.445005	1.06898e-12	0.0360818	5.03165e-06
VT14608.1_GT	0	0	1	0
VT14608.1	0.368948	3.00012e-13	0.101576	0.000225069
VT17240.1_GT	0	0	1	0
VT17240.1	0.415822	1.17824e-13	0.0630802	1.14518e-06
VT19340.1_GT	0	0	1	0
VT19340.1	0.511999	5.23137e-14	0.201547	4.06141e-06
VT42767.1_GT	0	0	1	0
VT42767.1	0.424904	3.40318e-15	0.0891529	9.83428e-07
VT46213.1_GT	0	0	1	0
VT46213.1	0.375397	2.25482e-13	0.116626	4.63884e-06
VT48877.1_GT	0	0	1	0
VT48877.1	0.609108	2.59581e-13	0.046407	4.45237e-07
VT50247.1_GT	0	0	1	0
VT50247.1	0.415366	7.674e-16	0.114725	5.11166e-07
VT57276.1_GT	0	0	1	0
VT57276.1	0.504379	3.93885e-13	0.0631052	2.69311e-06
VT61081.1_GT	0	0	1	0
VT61081.1	0.447205	2.26849e-13	0.0247855	6.10982e-06
VT61728.1_GT	0	0	1	0
VT61728.1	0.626859	6.29889e-14	0.0457493	1.94664e-07
VT63626.1_GT	0	0	1	0
VT63626.1	0.413732	6.20676e-11	0.0497377	2.46843e-05
VT17416.1_GT	0	0	1	0
VT17416.1	0.472476	0.0735491	0.409163	0.209291
VT17416.2_GT	0	0	1	0
VT17416.2	0.492621	0.000519305	0.287488	0.00334851
VT44929.1_GT	0	0	1	0
VT44929.1	0.4395	0.101218	0.415378	0.26267
VT15305.1_GT	0	0	1	0
VT15305.1	0.397081	9.39367e-15	0.0724732	6.25592e-06
VT48643.1_GT	0	0	1	0
VT48643.1	0.545204	2.30871e-16	0.0346672	1.91938e-07
Hand_HCH_GT	0	0	0	1
Hand_HCH	0.403789	0.000103042	0.218212	0.0466464
Mef2_GE491_GT	0	0	0	1
Mef2_GE491	0.463046	0.000478802	0.348627	0.00891223
hh_4075_GT	0	0	0	1
hh_4075	0.470253	0.00192696	0.26677	0.0126806
hh_modA_GT	0	0	0	1
hh_modA	0.643315	7.36465e-11	0.0863688	5.80305e-06
Sur_SSS_GT	0	0	0	1
Sur_SSS	0.404911	0.00645137	0.25362	0.126441
Tl_Tl305_GT	0	0	0	1
Tl_Tl305	0.44723	0.0257515	0.304619	0.0909362
cact_2_GT	0	0	0	1
cact_2	0.455132	0.00170057	0.269155	0.0195205
tin_tinC_GT	0	0	0	1
tin_tinC	0.453609	0.00515419	0.524239	0.136026
tin_tin103B_GT	0	0	0	1
tin_tin103B	0.423452	1.67642e-07	0.165443	0.00100269
pyr_GT	0	0	0	1
pyr	0.429996	5.26238e-05	0.269443	0.00886931
nkd_8756_GT	0	0	0	1
nkd_8756	0.459372	0.000171731	0.339536	0.0330082
CG42342_3436_GT	0	0	0	1
CG42342_3436	0.45332	5.57933e-06	0.266143	0.000437252
18w_1625_GT	0	0	0	1
18w_1625	0.424842	0.000178949	0.297983	0.00663308
CG9894_5174_GT	0	0	0	1
CG9894_5174	0.479976	0.000239298	0.261254	0.00214095
sna_2_GT	0	0	0	1
sna_2	0.494982	0.00420181	0.398685	0.0220039
VT9666.1_GT	0	0	0	1
VT9666.1	0.477592	0.0566533	0.394064	0.203268
VT9666.2_GT	0	0	0	1
VT9666.2	0.480917	2.55659e-09	0.172984	1.23937e-05
VT14367.1_GT	0	0	0	1
VT14367.1	0.468506	0.000349803	0.192799	0.00249203
VT14367.2_GT	0	0	0	1
VT14367.2	0.462645	0.0154421	0.296854	0.0430792
VT14367.3_GT	0	0	0	1
VT14367.3	0.38962	0.00234483	0.307666	0.0270718
VT41300.1_GT	0	0	0	1
VT41300.1	0.3931	5.05042e-05	0.397524	0.0249772
VT41300.2_GT	0	0	0	1
VT41300.2	0.419074	5.91739e-07	0.265248	0.000589187
VT42372.1_GT	0	0	0	1
VT42372.1	0.427377	0.0155498	0.353511	0.0517898
VT42372.2_GT	0	0	0	1
VT42372.2	0.430942	0.000196852	0.21758	0.00321796
VT42372.3_GT	0	0	0	1
VT42372.3	0.42849	0.0142971	0.234959	0.215318
VT42846.1_GT	0	0	0	1
VT42846.1	0.455091	3.32862e-06	0.23938	0.00344096
VT42846.2_GT	0	0	0	1
VT42846.2	0.380088	0.00259595	0.231368	0.0472936
betaTub60D_b3-lac333_GT	0	0	0	1
betaTub60D_b3-lac333	0.444367	0.00971663	0.342265	0.0723255
Tg_cardiac_enhancer_GT	0	0	0	1
Tg_cardiac_enhancer	0.430973	1.68201e-06	0.0761266	0.0120595
sli_2.2_BR_GT	0	0	0	1
sli_2.2_BR	0.43083	4.72143e-14	0.0377758	2.13387e-06
lbl_heart_GT	0	0	0	1
lbl_heart	0.428723	3.27597e-13	0.140612	1.90425e-06
stg_b-E5.3_GT	0	0	0	1
stg_b-E5.3	0.36464	1.97921e-33	0.000139216	1.45472e-15
VT16973.1_GT	0	0	0	1
VT16973.1	0.463951	0.0138758	0.282332	0.0432116
VT16973.2_GT	0	0	0	1
VT16973.2	0.447597	0.0164829	0.340394	0.0871016
betaTub60D_pW/beta3/lac-1565_GT	0	0	0	1
betaTub60D_pW/beta3/lac-1565	0.50021	2.55544e-11	0.108932	6.59457e-07
cv-2_ae6_GT	0	0	0	1
cv-2_ae6	0.500575	1.81352e-15	0.017805	3.8088e-08
unpg_U1_GT	0	0	0	1
unpg_U1	0.891047	4.6362e-18	0.0574879	3.04695e-09
aop_D-lacZ_GT	0	0	0	1
aop_D-lacZ	0.544086	2.97517e-52	0.0124683	4.59458e-21
Mhc_F3-548_GT	0	0	0	1
Mhc_F3-548	0.428347	0.000734009	0.18721	0.0804285
VT7297.1_GT	0	0	0	1
VT7297.1	0.447286	0.0021179	0.294251	0.103175
VT7297.2_GT	0	0	0	1
VT7297.2	0.469277	0.0660818	0.409564	0.126661
VT8886.1_GT	0	0	0	1
VT8886.1	0.463134	0.117917	0.437931	0.32563
VT8886.2_GT	0	0	0	1
VT8886.2	0.440738	0.125014	0.44598	0.379222
VT8887.1_GT	0	0	0	1
VT8887.1	0.424904	7.4821e-09	0.479349	0.0305899
VT8887.2_GT	0	0	0	1
VT8887.2	0.469792	0.0078943	0.346728	0.111974
VT15177.1_GT	0	0	0	1
VT15177.1	0.494211	0.0173215	0.377376	0.104273
VT16423.1_GT	0	0	0	1
VT16423.1	0.438315	3.88904e-05	0.344159	0.034346
VT16423.2_GT	0	0	0	1
VT16423.2	0.480961	0.00185755	0.444056	0.016448
VT23827.1_GT	0	0	0	1
VT23827.1	0.41798	7.69324e-05	0.350933	0.0343552
VT26142.1_GT	0	0	0	1
VT26142.1	0.557186	6.66981e-10	0.179622	2.57055e-05
VT26142.2_GT	0	0	0	1
VT26142.2	0.470705	0.0249109	0.394964	0.0506792
VT26829.1_GT	0	0	0	1
VT26829.1	0.468712	0.00548006	0.309897	0.0397629
VT26829.2_GT	0	0	0	1
VT26829.2	0.465911	0.038863	0.431658	0.167461
VT29046.1_GT	0	0	0	1
VT29046.1	0.545402	3.15987e-05	0.265326	0.0174479
VT38776.1_GT	0	0	0	1
VT38776.1	0.452171	0.0246542	0.351001	0.086191
VT42874.1_GT	0	0	0	1
VT42874.1	0.510556	0.00261294	0.291108	0.00886579
VT42874.2_GT	0	0	0	1
VT42874.2	0.467109	0.124314	0.450545	0.139849
VT50134.1_GT	0	0	0	1
VT50134.1	0.464246	2.79003e-05	0.222576	0.00779023
VT50134.2_GT	0	0	0	1
VT50134.2	0.4251	0.000922215	0.214941	0.030333
VT56658.1_GT	0	0	0	1
VT56658.1	0.486649	0.0403285	0.33891	0.100256
VT58366.1_GT	0	0	0	1
VT58366.1	0.446233	0.075719	0.378853	0.142951
VT58366.2_GT	0	0	0	1
VT58366.2	0.455387	0.233866	0.347203	0.189233
VT58366.3_GT	0	0	0	1
VT58366.3	0.474732	0.013399	0.273104	0.0776878
VT45201.1_GT	0	0	0	1
VT45201.1	0.379888	9.55507e-11	0.0588328	8.82859e-06
VT5002.1_GT	0	0	0	1
VT5002.1	0.454774	1.10881e-09	0.0426934	3.05381e-05
VT6555.1_GT	0	0	0	1
VT6555.1	0.57428	4.40217e-12	0.0213628	4.3015e-06
VT26990.1_GT	0	0	0	1
VT26990.1	0.390568	4.71673e-12	0.105614	6.05227e-07
VT40039.1_GT	0	0	0	1
VT40039.1	0.412828	4.73349e-12	0.0676279	8.26176e-07
VT44694.1_GT	0	0	0	1
VT44694.1	0.470083	7.79358e-14	0.0327885	1.96353e-06
