pdm2_(+1)	0.485129	0.46484	0.447056	0.421639	0.400802	0.386118	0.376821	0.364401	0.360748	0.347397	0.34311	0.33736	0.332647	0.332678	0.333658	0.34132	0.33601	0.356453	0.3547	0.357725	0.359075	0.374879	0.386122	0.388175	0.410412	0.414644	0.43369	0.468479	0.470169	0.46528	0.458499	0.471295	0.482563	0.493356	0.485466	0.500614	0.49655	0.494104	0.505414	0.501078	0.502028	0.499704	0.498705	0.494444	0.493742	0.482289	0.496534	0.500529	0.503208	0.510525	0.498089	0.492679	0.5015	0.496298	0.509114	0.508057	0.514347	0.517136	0.537352	0.5458
prd_+4_GT	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prd_+4	0.2356	0.224798	0.215172	0.201483	0.190225	0.182442	0.177587	0.171053	0.169461	0.162464	0.160354	0.157617	0.155305	0.155722	0.156688	0.161434	0.158765	0.170816	0.170196	0.172338	0.173394	0.182895	0.18969	0.190769	0.203459	0.205219	0.215242	0.233915	0.233322	0.229272	0.224547	0.230887	0.236576	0.242039	0.237308	0.245369	0.242953	0.241445	0.247542	0.245026	0.245435	0.24409	0.243478	0.240998	0.240561	0.23419	0.241845	0.243879	0.24521	0.249138	0.24222	0.239221	0.243992	0.241136	0.248568	0.248787	0.253392	0.256503	0.269645	0.276177
run_-17_GT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run_-17	0.0748574	0.0732587	0.0716352	0.0694171	0.0675308	0.0664957	0.065987	0.0651954	0.0657029	0.0649941	0.0651589	0.0656116	0.0658506	0.0669201	0.0683271	0.0708596	0.071277	0.0758712	0.0769845	0.0791665	0.0807639	0.0853873	0.0895143	0.0912122	0.097783	0.100696	0.107142	0.117043	0.119234	0.120269	0.120508	0.125604	0.130006	0.135026	0.134848	0.140666	0.141378	0.141989	0.146701	0.147792	0.149356	0.150234	0.151091	0.151407	0.151887	0.149439	0.154705	0.156963	0.158711	0.16142	0.158542	0.15724	0.160219	0.15946	0.163868	0.163587	0.165614	0.166553	0.172895	0.175518
run_-9_GT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run_-9	0.0584626	0.0577935	0.0569277	0.055816	0.0548215	0.0544857	0.0544556	0.0542762	0.0551377	0.0551155	0.0555867	0.0565013	0.0570873	0.0583872	0.060031	0.0626181	0.0634353	0.0677212	0.0691545	0.0715844	0.073414	0.0780068	0.0822716	0.0841784	0.0907217	0.0940038	0.100758	0.110977	0.114132	0.116365	0.117643	0.123844	0.12918	0.135347	0.135965	0.142758	0.144084	0.145211	0.150675	0.152424	0.154497	0.155812	0.156996	0.157668	0.158323	0.155861	0.16175	0.16437	0.166409	0.169402	0.166418	0.16504	0.168316	0.1675	0.171709	0.170504	0.171527	0.171159	0.176357	0.177922
run_stripe1_GT	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run_stripe1	0.259283	0.247176	0.236842	0.221882	0.209654	0.200668	0.194815	0.187127	0.184085	0.175723	0.17266	0.168377	0.16501	0.16409	0.163538	0.166505	0.16268	0.17243	0.170402	0.170646	0.170194	0.176762	0.180689	0.180234	0.189141	0.188908	0.195651	0.209836	0.208371	0.203779	0.198791	0.202798	0.206477	0.209573	0.204774	0.210272	0.207462	0.205753	0.209928	0.20693	0.2068	0.205103	0.204111	0.201289	0.200568	0.195012	0.20024	0.201048	0.201357	0.20396	0.197947	0.195345	0.198748	0.195944	0.201262	0.201363	0.204775	0.207017	0.216868	0.22168
run_stripe3_GT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run_stripe3	0.192617	0.183179	0.175148	0.163752	0.154555	0.148075	0.144001	0.138649	0.137082	0.13151	0.129802	0.127622	0.125862	0.126191	0.127061	0.130938	0.129226	0.138875	0.138876	0.141217	0.14265	0.151042	0.157686	0.159468	0.171919	0.175649	0.187709	0.208801	0.212364	0.212794	0.211654	0.222062	0.231196	0.240994	0.23888	0.250987	0.25092	0.251371	0.261037	0.26144	0.264163	0.264887	0.265874	0.265014	0.265445	0.258745	0.269724	0.273645	0.276479	0.282006	0.274245	0.270748	0.277175	0.274256	0.282862	0.280917	0.283895	0.284209	0.29656	0.30107
run_stripe5_GT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.78	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0
run_stripe5	0.0896535	0.0869057	0.0846661	0.0814009	0.0787633	0.0767549	0.0754253	0.0737213	0.0729383	0.0711223	0.070431	0.0694738	0.0687547	0.0685381	0.0684225	0.0690309	0.0683317	0.0703072	0.0700197	0.0702236	0.0702912	0.0717889	0.072829	0.0729528	0.075012	0.0753115	0.0770391	0.0802208	0.080335	0.079906	0.0793184	0.0806018	0.0817418	0.0829184	0.0823624	0.0839952	0.083853	0.0838566	0.085247	0.0852766	0.0857138	0.0858823	0.0860805	0.0859565	0.0860515	0.085064	0.0866676	0.0872285	0.0876311	0.0884399	0.0872946	0.0867832	0.0877209	0.0873026	0.0886999	0.0886306	0.0893418	0.0897233	0.0919189	0.0929005
slp2_(-3)_GT	1	1	1	1	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
slp2_(-3)	0.544625	0.514423	0.49025	0.454039	0.424699	0.40091	0.384501	0.363834	0.351348	0.328752	0.318643	0.303867	0.293096	0.28628	0.279667	0.279157	0.267955	0.279346	0.271363	0.266553	0.261927	0.267179	0.268155	0.264881	0.27378	0.27028	0.276251	0.293056	0.288789	0.279475	0.270095	0.272653	0.275338	0.2763	0.26739	0.272132	0.266063	0.262084	0.265349	0.258602	0.256778	0.252762	0.250204	0.245045	0.243422	0.235546	0.241061	0.241039	0.240507	0.243222	0.234892	0.231302	0.235216	0.231034	0.237196	0.237253	0.2414	0.244093	0.256252	0.262229
